Mod:Item:MetaData, Localized Name
witchery:ent_twig, 树人嫩芽
witchery:owlets_wing, 小猫头鹰之翼
witchery:frogs_toe, 青蛙趾
witchery:wormy_apple, 虫蛀苹果
witchery:quartz_sphere, 球状石英
witchery:happenstance_oil, 巧合油
witchery:seer_stone, 先知之石
witchery:sleeping_apple, 沉睡苹果
witchery:disturbed_cotton, 扰乱棉花
witchery:fanciful_thread, 幻想线团
witchery:tormented_twine, 折磨线团
witchery:golden_thread, 黄金线团
witchery:fanciful_thinking_charm, 奇思妙想符咒
witchery:wormwood, 苦艾
witchery:subdued_spirit, 抑制之精神
witchery:subdued_village_spirit, 抑制村庄之灵魂
witchery:graveyard_dust, 墓园土
witchery:binkys_skull, 冰奇头骨
witchery:null_catalyst, 枯竭水晶
witchery:nullified_leather, 废弃皮革
witchery:koboldite_dust, 妖金粉末
witchery:koboldite_nugget, 妖金粒
witchery:koboldite_ingot, 妖金锭
witchery:pentacle, 五芒星阵
witchery:anointing_paste, 受魔之膏
witchery:wolfsbane, 狼毒草
witchery:silver_deposits, 沉积银
witchery:sheep_liver, 生羊肝
witchery:cooked_sheep_liver, 熟羊肝
witchery:torn_page, 被撕掉的残页
witchery:woven_cruor, 凝血之织
witchery:stake, 木桩
witchery:warm_blood, 温暖的血液
witchery:liliths_blood, 莉莉丝的血
witchery:golden_heart, 黄金之心
witchery:wooden_bolt, 木制弩箭
witchery:nullifying_bolt, 废弃弩箭
witchery:bone_bolt, 骨制弩箭
witchery:splitting_bolt, 爆裂弩箭
witchery:silver_bolt, 银箭
witchery:demonic_contract, 恶魔契约
witchery:torment_contract, 痛苦
witchery:living_flame_contract, 活焰
witchery:fiery_tolerance_contract, 炽热容忍
witchery:evaporation_contract, 幻灭
witchery:fiery_touch_contract, 炽烈之触
witchery:melting_touch_contract, 熔炼之触
witchery:poppet, 娃娃
witchery:earth_protection_poppet, 地之守护娃娃
witchery:water_protection_poppet, 水之守护娃娃
witchery:fire_protection_poppet, 火焰守护娃娃
witchery:hunger_protection_poppet, 饥饿守护娃娃
witchery:tool_protection_poppet, 工具防护娃娃
witchery:death_protection_poppet, 死亡守护娃娃
witchery:voodoo_protection_poppet, 巫蛊娃娃
witchery:voodoo_poppet, 巫蛊娃娃
witchery:vampiric_poppet, 吸血鬼娃娃
witchery:poppet_protection_poppet, 娃娃防护娃娃
witchery:armor_protection_poppet, 护甲防护娃娃
witchery:taglock_kit, 巫媒
witchery:bound_taglock_kit, 巫媒
witchery:universal_antidote, 万能解毒药
witchery:meaty_stew, 炖肉
witchery:raw_meaty_stew, 生炖肉
witchery:boline, 伯莱恩匕首
witchery:arthana, 仪祭匕首
witchery:huntsmans_spear, 猎人之矛
witchery:crossbow_pistol, 狩巫手弩
witchery:deaths_hand, 死神之手
witchery:deployed_deaths_hand, 死神之手
witchery:silver_sword, 银制剑
witchery:cane_sword, 手杖剑
witchery:drawn_cane_sword, 手杖剑（拔出）
witchery:witches_hand, 女巫之爪
witchery:circle_talisman, 环形护身符
witchery:mystic_branch, 神秘枝条
witchery:water_diviner, 水源探测符
witchery:lava_diviner, 岩浆探测符
witchery:polynesia_charm, 波利尼西亚之咒
witchery:devils_tongue_charm, 恶魔舌之咒
witchery:mutating_sprig, 变异枝条
witchery:parasytic_louse, 寄生虱
witchery:brew_bag, 酿造袋
witchery:spectral_stone, 幽魂石
witchery:poppet_shelf_compass, 娃娃架罗盘
witchery:koboldite_pickaxe, 妖金镐
witchery:brew_bottle, 酿造
witchery:splash_brew_bottle, item.witchery.splash_brew_bottle.name
witchery:lingering_brew_bottle, item.witchery.lingering_brew_bottle.name
witchery:combustion_brew, 燃烧之酿
witchery:endless_water_brew, 无尽之水酿造
witchery:biome_note, 生物群系笔记
witchery:leonards_urn1, 半羊人之罐
witchery:leonards_urn2, 半羊人之罐
witchery:leonards_urn3, 半羊人之罐
witchery:leonards_urn4, 半羊人之罐
witchery:player_compass, 玩家指南针
witchery:moon_charm, 月影之魅
witchery:hunts_horn, 狩猎之角
witchery:creative_medallion, 创造模式-蝙蝠/狼变身代币
witchery:glass_goblet, 玻璃高脚杯
witchery:full_glass_goblet, 玻璃高脚杯(填满的)
witchery:sun_grenade, 阳光手雷
witchery:duplication_grenade, 复制手雷
witchery:rowan_boat, 山梨木船
witchery:alder_boat, 赤杨木船
witchery:hawthorn_boat, 山楂木船
witchery:witches_hat, 巫师帽
witchery:babas_hat, 芭芭雅嘎之帽
witchery:witches_robes, 巫师袍
witchery:necromancer_robes, 死灵法师袍
witchery:biting_belt, 咬人腰带
witchery:bark_belt, 树皮腰带
witchery:icy_slippers, 冰鞋
witchery:ruby_slippers, 红宝石舞鞋
witchery:seeping_shoes, 渗透鞋
witchery:hunter_hat, 狩巫帽
witchery:hunter_coat, 狩巫衣
witchery:hunter_leggings, 狩巫裤
witchery:hunter_boots, 狩巫靴
witchery:silvered_hunter_hat, 狩巫帽(镀银)
witchery:silvered_hunter_coat, 狩巫衣(镀银)
witchery:silvered_hunter_leggings, 狩巫裤(镀银)
witchery:silvered_hunter_boots, 狩巫靴(镀银)
witchery:dawn_hunter_hat, 狩巫黎明帽
witchery:dawn_hunter_coat, 狩巫黎明外套
witchery:dawn_hunter_leggings, 狩巫黎明长裤
witchery:dawn_hunter_boots, 狩巫黎明靴
witchery:deaths_hood, 死神头巾
witchery:deaths_robe, 死神之袍
witchery:deaths_footwear, 死神裹脚布
witchery:mogs_quiver, 莫哥箭囊
witchery:gulgs_grudle, 瓜哥妖带
witchery:twisting_band, 扭曲头带
witchery:earmuffs, 静音耳罩
witchery:vampire_top_hat, 吸血鬼礼帽
witchery:vampire_veil_hat, 吸血鬼面纱帽子
witchery:vampire_helmet, 吸血鬼头盔
witchery:vampire_coat, 吸血鬼背心
witchery:vampire_corset, 吸血鬼紧身胸衣
witchery:vampire_chestplate, 吸血鬼胸甲
witchery:vampire_trousers, 吸血鬼裤子
witchery:vampire_skirt, 吸血鬼裙子
witchery:vampire_leggings, 吸血鬼护腿
witchery:vampire_shoes, 吸血鬼鞋
witchery:vampire_heels, 吸血鬼高跟鞋
witchery:vampire_boots, 吸血鬼靴子
libvulpes:linker, 连接器
libvulpes:battery:0, 小号电池
libvulpes:battery:1, 2x小号电池
libvulpes:holoprojector, 全息投影器
advancedrocketry:wafer:0, 硅晶圆
advancedrocketry:itemcircuitplate:0, 基础电路板
advancedrocketry:itemcircuitplate:1, 高级电路板
advancedrocketry:ic:0, 基础芯片
advancedrocketry:ic:1, 跟踪芯片
advancedrocketry:ic:2, 高级芯片
advancedrocketry:ic:3, 控制芯片板
advancedrocketry:ic:4, 物品IO芯片板
advancedrocketry:ic:5, 液体IO芯片板
advancedrocketry:satelliteidchip, 卫星ID芯片
advancedrocketry:planetidchip, 星球ID芯片
advancedrocketry:asteroidchip, 小行星ID芯片
advancedrocketry:elevatorchip, 太空电梯芯片
advancedrocketry:spacestationchip:0, 空间站ID芯片
advancedrocketry:dataunit:0, 数据存储单元
advancedrocketry:satellite, 卫星
advancedrocketry:satellitepowersource:0, 基础太阳能板
advancedrocketry:satellitepowersource:1, 大型太阳能板
advancedrocketry:satelliteprimaryfunction:0, 光学传感器
advancedrocketry:satelliteprimaryfunction:1, 成分传感器
advancedrocketry:satelliteprimaryfunction:2, 质量检测器
advancedrocketry:satelliteprimaryfunction:3, 微波传输器
advancedrocketry:satelliteprimaryfunction:4, 矿物扫描仪
advancedrocketry:satelliteprimaryfunction:5, 生物群落修改器
advancedrocketry:spacehelmet, 太空头盔
advancedrocketry:spacechestplate, 太空胸甲
advancedrocketry:spaceleggings, 太空护腿
advancedrocketry:spaceboots, 太空靴子
advancedrocketry:pressuretank:0, 低压槽
advancedrocketry:pressuretank:1, 压力槽
advancedrocketry:pressuretank:2, 高压槽
advancedrocketry:pressuretank:3, 超高压槽
advancedrocketry:itemupgrade:0, 悬停升级
advancedrocketry:itemupgrade:1, 飞行速度控制升级
advancedrocketry:itemupgrade:2, 仿生腿升级
advancedrocketry:itemupgrade:3, 降落缓冲鞋
advancedrocketry:itemupgrade:4, 雾镜
advancedrocketry:itemupgrade:5, Earthbright Visor
advancedrocketry:beaconfinder, 信标定位器
advancedrocketry:jetpack, 飞行背包
advancedrocketry:atmanalyser, 大气分析器
advancedrocketry:sealdetector, 气密检测器
advancedrocketry:orescanner, 矿物扫描仪
advancedrocketry:biomechanger, 生物群系改变器遥控终端
advancedrocketry:jackhammer, 气锤
advancedrocketry:basiclasergun, 基础激光枪
advancedrocketry:misc:0, 用户界面
advancedrocketry:misc:1, 碳砖
advancedrocketry:sawbladeiron:0, 铁锯片
advancedrocketry:iquartzcrucible, 石英坩埚
advancedrocketry:lens:0, 基础透镜
advancedrocketry:thermite, 热剂
advancedrocketry:carbonscrubbercartridge, 碳收集器
advancedrocketry:smallairlockdoor, 小气密门
advancedrocketry:hovercraft, 气垫飞行器
advancedrocketry:spacestation:0, 空间站容器
forge:bucketfilled, %s桶
appliedenergistics2:quartz_ore, 赛特斯石英矿石
appliedenergistics2:charged_quartz_ore, 充能赛特斯石英矿石
appliedenergistics2:matrix_frame, 矩阵框架
appliedenergistics2:quartz_block, 赛特斯石英块
appliedenergistics2:quartz_pillar, 赛特斯竖纹石英块
appliedenergistics2:chiseled_quartz_block, 錾制赛特斯石英块
appliedenergistics2:quartz_glass, 石英玻璃
appliedenergistics2:quartz_vibrant_glass, 聚能石英玻璃
appliedenergistics2:quartz_fixture, 充能石英火把
appliedenergistics2:fluix_block, 福鲁伊克斯块
appliedenergistics2:sky_stone_block, 陨石
appliedenergistics2:smooth_sky_stone_block, 陨石块
appliedenergistics2:sky_stone_brick, 陨石石砖
appliedenergistics2:sky_stone_small_brick, 陨石砖块
appliedenergistics2:sky_stone_chest, 陨石箱子
appliedenergistics2:smooth_sky_stone_chest, 陨石块箱子
appliedenergistics2:sky_compass, 陨石罗盘
appliedenergistics2:grindstone, 石英磨具
appliedenergistics2:crank, 木质曲柄
appliedenergistics2:inscriber, 压印器
appliedenergistics2:wireless_access_point, ME无线访问点
appliedenergistics2:charger, 充能器
appliedenergistics2:tiny_tnt, 迷你TNT
appliedenergistics2:security_station, ME安全终端
appliedenergistics2:quantum_ring, ME量子环
appliedenergistics2:quantum_link, ME量子链接仓
appliedenergistics2:spatial_pylon, 空间塔
appliedenergistics2:spatial_io_port, 空间IO端口
appliedenergistics2:controller, ME控制器
appliedenergistics2:drive, ME驱动器
appliedenergistics2:chest, ME箱子
appliedenergistics2:interface, ME接口
appliedenergistics2:fluid_interface, ME流体接口
appliedenergistics2:cell_workbench, 元件工作台
appliedenergistics2:io_port, ME-IO端口
appliedenergistics2:condenser, 物质聚合器
appliedenergistics2:energy_acceptor, 能源接收器
appliedenergistics2:vibration_chamber, 谐振仓
appliedenergistics2:quartz_growth_accelerator, 晶体催生器
appliedenergistics2:energy_cell, 能源元件
appliedenergistics2:dense_energy_cell, 致密能源元件
appliedenergistics2:creative_energy_cell, 创造能源元件
appliedenergistics2:crafting_unit, 合成单元
appliedenergistics2:crafting_accelerator, 并行处理单元
appliedenergistics2:crafting_storage_1k, 1k合成存储器
appliedenergistics2:crafting_storage_4k, 4k合成存储器
appliedenergistics2:crafting_storage_16k, 16k合成存储器
appliedenergistics2:crafting_storage_64k, 64k合成存储器
appliedenergistics2:crafting_monitor, 合成监控器
appliedenergistics2:molecular_assembler, 分子装配室
appliedenergistics2:light_detector, 光亮探测器
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, 陨石楼梯
appliedenergistics2:smooth_sky_stone_stairs, 陨石块楼梯
appliedenergistics2:sky_stone_brick_stairs, 陨石石砖楼梯
appliedenergistics2:sky_stone_small_brick_stairs, 陨石砖块楼梯
appliedenergistics2:fluix_stairs, 錾制赛特斯石英楼梯
appliedenergistics2:quartz_stairs, 福鲁伊克斯楼梯
appliedenergistics2:chiseled_quartz_stairs, 竖纹赛特斯石英楼梯
appliedenergistics2:quartz_pillar_stairs, 赛特斯石英楼梯
appliedenergistics2:cable_bus, AE2线缆和(或)总线
appliedenergistics2:sky_stone_slab:0, 陨石台阶
appliedenergistics2:smooth_sky_stone_slab:0, 陨石块台阶
appliedenergistics2:sky_stone_brick_slab:0, 陨石石砖台阶
appliedenergistics2:sky_stone_small_brick_slab:0, 陨石砖块台阶
appliedenergistics2:fluix_slab:0, 福鲁伊克斯台阶
appliedenergistics2:quartz_slab:0, 赛特斯石英台阶
appliedenergistics2:chiseled_quartz_slab:0, 錾制赛特斯石英台阶
appliedenergistics2:quartz_pillar_slab:0, 竖纹赛特斯石英台阶
appliedenergistics2:certus_quartz_wrench, 赛特斯石英扳手
appliedenergistics2:certus_quartz_cutting_knife, 赛特斯石英切割刀
appliedenergistics2:nether_quartz_wrench, 下界石英扳手
appliedenergistics2:nether_quartz_cutting_knife, 下界石英切割刀
appliedenergistics2:entropy_manipulator, 熵变机械臂
appliedenergistics2:wireless_terminal, 无线终端
appliedenergistics2:charged_staff, 充能手杖
appliedenergistics2:portable_cell, 便携元件
appliedenergistics2:color_applicator, 染色器
appliedenergistics2:biometric_card, 身份卡
appliedenergistics2:memory_card, 内存卡
appliedenergistics2:network_tool, 网络工具
appliedenergistics2:creative_storage_cell, 创造型ME存储元件
appliedenergistics2:view_cell, 显示元件
appliedenergistics2:storage_cell_1k, 1k-ME存储元件
appliedenergistics2:storage_cell_4k, 4k-ME存储元件
appliedenergistics2:storage_cell_16k, 16k-ME存储元件
appliedenergistics2:storage_cell_64k, 64k-ME存储元件
appliedenergistics2:fluid_storage_cell_1k, 1k-ME流体储存元件
appliedenergistics2:fluid_storage_cell_4k, 4k-ME流体储存元件
appliedenergistics2:fluid_storage_cell_16k, 16k-ME流体储存元件
appliedenergistics2:fluid_storage_cell_64k, 64k-ME流体储存元件
appliedenergistics2:spatial_storage_cell_2_cubed, 2³-空间存储元件
appliedenergistics2:spatial_storage_cell_16_cubed, 16³-空间存储元件
appliedenergistics2:spatial_storage_cell_128_cubed, 128³-空间存储元件
appliedenergistics2:facade:0, 线缆伪装板 - 石头
appliedenergistics2:facade:0, 线缆伪装板 - 花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制花岗岩
appliedenergistics2:facade:0, 线缆伪装板 - 闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制闪长岩
appliedenergistics2:facade:0, 线缆伪装板 - 安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 磨制安山岩
appliedenergistics2:facade:0, 线缆伪装板 - 草方块
appliedenergistics2:facade:0, 线缆伪装板 - 泥土
appliedenergistics2:facade:0, 线缆伪装板 - 砂土
appliedenergistics2:facade:0, 线缆伪装板 - 灰化土
appliedenergistics2:facade:0, 线缆伪装板 - 圆石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木板
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木板
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木板
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木板
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 基岩
appliedenergistics2:facade:0, 线缆伪装板 - 沙子
appliedenergistics2:facade:0, 线缆伪装板 - 红沙
appliedenergistics2:facade:0, 线缆伪装板 - 沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 煤矿石
appliedenergistics2:facade:0, 线缆伪装板 - 橡木
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 橡树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 云杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 白桦树叶
appliedenergistics2:facade:0, 线缆伪装板 - 丛林树叶
appliedenergistics2:facade:0, 线缆伪装板 - 海绵
appliedenergistics2:facade:0, 线缆伪装板 - 湿海绵
appliedenergistics2:facade:0, 线缆伪装板 - 玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青金石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青金石块
appliedenergistics2:facade:0, 线缆伪装板 - 砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 錾制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 切制砂岩
appliedenergistics2:facade:0, 线缆伪装板 - 白色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 橙色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 品红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 青色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 紫色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 棕色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 绿色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 红色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 黑色羊毛
appliedenergistics2:facade:0, 线缆伪装板 - 金块
appliedenergistics2:facade:0, 线缆伪装板 - 铁块
appliedenergistics2:facade:0, 线缆伪装板 - 砖块
appliedenergistics2:facade:0, 线缆伪装板 - TNT
appliedenergistics2:facade:0, 线缆伪装板 - 书架
appliedenergistics2:facade:0, 线缆伪装板 - 苔石
appliedenergistics2:facade:0, 线缆伪装板 - 黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 工作台
appliedenergistics2:facade:0, 线缆伪装板 - 红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 冰
appliedenergistics2:facade:0, 线缆伪装板 - 雪
appliedenergistics2:facade:0, 线缆伪装板 - 粘土块
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 下界岩
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂沙
appliedenergistics2:facade:0, 线缆伪装板 - 荧石
appliedenergistics2:facade:0, 线缆伪装板 - 南瓜灯
appliedenergistics2:facade:0, 线缆伪装板 - 白色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 橙色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 品红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 青色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 紫色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色染色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 棕色染色玻璃
